count_point_id,year,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
27360,2006,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Counted,Manual count,74,109,18868,334,2299,305,31,10,24,40,24,434,22044
27360,2007,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Counted,Manual count,85,151,17848,266,2379,239,49,10,26,40,29,393,21037
27360,2008,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Counted,Manual count,163,166,22881,286,2007,220,43,14,9,29,26,341,25681
27360,2009,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Estimated,Estimated using AADF from previous year on this link,163,157,22515,280,2174,212,45,14,9,26,26,332,25458
27360,2010,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Estimated,Estimated using AADF from previous year on this link,163,145,22042,294,2185,210,43,12,9,23,24,321,24987
27360,2011,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Estimated,Estimated using AADF from previous year on this link,179,154,21932,294,2253,210,46,14,7,23,25,325,24958
27360,2012,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Counted,Manual count,192,136,17351,253,2250,182,32,18,12,31,26,302,20292
27360,2013,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Estimated,Estimated using AADF from previous year on this link,189,136,17252,238,2276,182,35,20,9,29,26,301,20204
27360,2014,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Estimated,Estimated using AADF from previous year on this link,184,145,17074,253,2592,192,40,23,10,29,30,323,20385
27360,2015,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Estimated,Estimated using AADF from previous year on this link,171,147,16760,250,2726,187,42,22,12,28,30,320,20204
27360,2016,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Counted,Manual count,198,108,16893,295,2066,149,48,60,4,29,20,311,19674
27360,2017,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Estimated,Estimated using AADF from previous year on this link,189,109,16769,276,2175,148,49,61,5,29,21,313,19642
27360,2018,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Estimated,Estimated using AADF from previous year on this link,209,108,16584,250,2216,150,49,59,5,30,22,315,19473
27360,2019,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Estimated,Estimated using AADF from previous year on this link,230,101,16792,253,2197,148,50,60,5,31,22,315,19658
27360,2020,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Counted,Manual count,113,110,13341,259,2078,184,39,39,11,10,41,325,16113
27360,2021,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Counted,Automatic counter,93,103,13048,238,2011,174,37,38,10,9,39,308,15708
27360,2022,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Counted,Automatic counter,83,108,13359,245,2089,172,37,39,10,9,39,305,16107
27360,2023,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Counted,Automatic counter,82,112,14314,260,2235,179,38,40,11,9,39,316,17237
27360,2024,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Counted,Automatic counter,82,117,14654,264,2294,182,38,40,11,9,38,318,17647
27360,2025,A609,Major,A6002,A6514,454000,340000,52.95468682,-1.19765734,3.6,2.2,Counted,Automatic counter,83,121,14888,262,2376,183,39,41,11,9,38,321,17968
27363,2000,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,121,182,24173,495,3671,587,35,40,53,54,25,794,29315
27363,2001,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,116,189,24657,505,3657,575,40,40,47,46,28,776,29784
27363,2002,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,121,191,24608,516,3665,553,42,42,43,40,31,751,29731
27363,2003,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,109,215,24264,461,3995,593,48,50,41,36,34,802,29737
27363,2004,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,88,189,24312,429,3958,595,51,54,39,31,37,807,29695
27363,2005,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,74,191,23704,421,4062,573,47,54,35,27,40,776,29154
27363,2006,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,116,198,23776,415,4127,585,47,60,31,24,43,790,29306
27363,2007,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Counted,Manual count,93,168,23151,203,3869,471,78,81,47,80,24,781,28172
27363,2008,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,104,157,22711,205,4051,452,84,83,41,70,24,754,27878
27363,2009,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,104,148,22347,200,4387,436,88,83,39,62,24,732,27814
27363,2010,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Counted,Manual count,169,273,23781,293,4199,401,120,71,17,42,62,713,29259
27363,2011,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,187,290,23662,293,4329,399,128,80,13,42,66,728,29302
27363,2012,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,177,262,23562,315,4157,353,122,80,9,39,66,669,28964
27363,2013,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,175,262,23428,296,4205,352,131,90,7,36,66,682,28873
27363,2014,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Counted,Manual count,139,264,23237,278,4670,416,82,123,28,102,53,805,29253
27363,2015,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,130,268,22811,275,4912,404,87,120,34,101,53,798,29064
27363,2016,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,121,262,23167,255,5365,410,86,135,36,89,52,808,29857
27363,2017,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,116,265,22996,238,5648,407,87,138,37,89,54,813,29960
27363,2018,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Counted,Manual count,125,164,24575,232,4075,421,55,90,17,45,45,673,29720
27363,2019,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,138,154,24883,235,4039,416,56,90,18,47,45,671,29983
27363,2020,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,157,114,18901,148,3565,366,48,81,15,41,39,590,23318
27363,2021,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,129,121,20823,153,3886,391,52,88,16,44,42,633,25617
27363,2022,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Counted,Manual count,115,190,21831,186,4871,485,45,117,17,60,44,767,27846
27363,2023,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,113,188,22241,188,4954,479,44,115,17,58,42,756,28326
27363,2024,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,114,193,22578,189,5043,486,44,113,17,56,41,757,28760
27363,2025,A6002,Major,B682,A611,454360,346100,53.0094781,-1.19127634,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,114,197,22606,184,5146,481,44,115,17,55,40,753,28886
27369,2000,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Estimated,Estimated using AADF from previous year on this link,143,392,34070,184,4880,898,91,87,138,191,177,1582,41108
27369,2001,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Counted,Manual count,259,438,33423,159,4700,1004,104,74,147,192,141,1662,40382
27369,2002,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Estimated,Estimated using AADF from previous year on this link,270,442,33356,163,4710,967,108,78,133,167,154,1607,40278
27369,2003,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Counted,Manual count,379,440,31942,135,4429,839,109,62,90,195,170,1465,38411
27369,2004,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Estimated,Estimated using AADF from previous year on this link,307,389,32006,126,4390,842,116,68,86,172,186,1470,38381
27369,2005,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Counted,Manual count,184,339,35136,157,5261,746,113,64,119,236,150,1428,42321
27369,2006,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Estimated,Estimated using AADF from previous year on this link,288,353,35241,155,5346,763,113,68,108,211,164,1427,42522
27369,2007,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Counted,Manual count,189,427,38924,270,5023,670,122,62,92,260,171,1377,46021
27369,2008,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Estimated,Estimated using AADF from previous year on this link,213,398,38183,273,5260,644,133,63,80,229,166,1315,45429
27369,2009,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Counted,Manual count,354,418,32366,293,5322,619,92,53,120,183,205,1272,39671
27369,2010,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Counted,Manual count,199,454,32843,277,5170,660,91,66,66,182,133,1198,39942
27369,2011,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Counted,Manual count,342,357,36977,237,4248,1402,113,86,29,86,274,1990,43809
27369,2012,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Estimated,Estimated using AADF from previous year on this link,323,322,36820,255,4079,1240,108,86,21,80,272,1806,43283
27369,2013,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Counted,Manual count,192,304,30695,246,4565,519,112,89,35,81,288,1124,36935
27369,2014,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Estimated,Estimated using AADF from previous year on this link,186,323,30377,262,5198,549,128,100,37,79,326,1219,37379
27369,2015,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Estimated,Estimated using AADF from previous year on this link,173,328,29820,259,5468,534,134,97,45,78,322,1210,37086
27369,2016,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Estimated,Estimated using AADF from previous year on this link,161,321,30285,240,5973,541,133,110,47,69,317,1217,38036
27369,2017,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2,1.2,Estimated,Estimated using AADF from previous year on this link,154,325,30062,224,6287,537,136,112,49,69,329,1232,38131
27369,2018,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2.1,1.3,Estimated,Estimated using AADF from previous year on this link,170,321,29731,204,6405,542,135,109,50,71,344,1251,37912
27369,2019,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2.1,1.3,Counted,Manual count,392,325,37209,231,6069,541,102,95,34,112,265,1149,44983
27369,2020,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2.1,1.3,Estimated,Estimated using AADF from previous year on this link,449,240,28263,146,5356,476,88,85,29,99,230,1008,35013
27369,2021,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2.1,1.3,Counted,Manual count,343,314,33339,279,6095,457,129,109,26,148,295,1165,41192
27369,2022,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2.1,1.3,Estimated,Estimated using AADF from previous year on this link,306,343,35609,300,6607,473,133,116,27,152,301,1203,44063
27369,2023,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2.1,1.3,Counted,Manual count,401,248,35436,222,6591,471,100,147,30,64,319,1131,43628
27369,2024,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2.1,1.3,Estimated,Estimated using AADF from previous year on this link,405,256,35973,223,6709,478,100,144,30,62,308,1121,44282
27369,2025,A6514,Major,A609,A610,454450,341000,52.9636295,-1.1907922,2.1,1.3,Estimated,Estimated using AADF from previous year on this link,406,260,36016,218,6846,473,100,147,30,60,302,1114,44455
27898,2000,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,130,222,34675,200,4088,618,94,36,39,60,42,889,40074
27898,2001,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,125,230,35368,204,4072,605,108,36,34,52,47,882,40756
27898,2002,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,130,232,35297,209,4080,583,113,37,31,45,51,860,40678
27898,2003,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,116,261,34803,186,4448,626,128,43,29,40,56,922,40620
27898,2004,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,94,230,34872,174,4407,628,136,47,28,35,62,936,40619
27898,2005,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,80,232,34001,171,4522,604,127,48,25,31,64,899,39825
27898,2006,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Counted,Manual count,138,254,38810,196,4202,498,107,50,28,41,48,772,44234
27898,2007,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,87,257,36986,188,4584,491,105,55,24,39,49,763,42778
27898,2008,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,97,239,36283,191,4800,472,114,55,21,35,48,745,42258
27898,2009,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Counted,Manual count,284,205,28772,128,3314,256,48,37,14,51,43,449,32868
27898,2010,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Counted,Manual count,164,297,35584,128,4226,412,111,49,46,15,36,669,40904
27898,2011,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,181,314,35406,128,4357,410,120,55,35,15,38,673,40878
27898,2012,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Counted,Manual count,197,271,36398,181,4103,419,94,75,44,47,17,696,41650
27898,2013,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,194,271,36192,171,4150,418,101,84,32,44,17,697,41480
27898,2014,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Counted,Manual count,214,187,36987,159,4371,378,136,72,14,9,55,663,42367
27898,2015,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,199,190,36309,157,4597,367,143,70,17,9,54,660,41914
27898,2016,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,186,186,36875,146,5022,373,141,79,18,8,54,672,42901
27898,2017,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Counted,Manual count,163,361,35205,139,4301,334,121,37,19,34,8,552,40557
27898,2018,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,180,357,34817,126,4381,337,120,36,19,35,8,555,40236
27898,2019,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,198,334,35254,127,4343,332,122,36,20,36,8,555,40613
27898,2020,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,227,247,26778,80,3833,292,106,33,17,32,7,487,31425
27898,2021,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,185,262,29502,83,4178,313,114,36,18,34,7,522,34547
27898,2022,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,166,286,31511,89,4529,324,118,38,19,35,8,541,36956
27898,2023,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,163,282,32103,90,4606,319,116,37,19,34,7,533,37615
27898,2024,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Counted,Manual count,159,204,30773,76,4308,164,37,39,2,20,15,277,35637
27898,2025,A60,Major,A6008,Station St,457880,339200,52.9470923,-1.14005373,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,160,208,30809,74,4397,163,37,40,2,20,15,276,35764
27899,2000,A6464,Major,Derby Road,University Boulevard,452843,338029,52.93708536,-1.21519698,1.3,0.8,Counted,Manual count,182,285,15069,254,1850,294,40,27,29,23,18,431,17889
27899,2001,A6464,Major,Derby Road,University Boulevard,452843,338029,52.93708536,-1.21519698,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,174,299,14602,266,1863,280,44,27,23,18,18,410,17440
27899,2002,A6464,Major,Derby Road,University Boulevard,452843,338029,52.93708536,-1.21519698,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,181,310,14835,268,1997,264,44,27,21,15,20,391,17801
27899,2003,A6464,Major,Derby Road,University Boulevard,452843,338029,52.93708536,-1.21519698,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,161,441,14287,260,2169,256,46,29,20,14,22,387,17544
27899,2004,A6464,Major,Derby Road,University Boulevard,452843,338029,52.93708536,-1.21519698,1.3,0.8,Counted,Manual count,426,217,18154,238,2169,349,44,47,38,41,36,555,21333
27899,2005,A6464,Major,Derby Road,University Boulevard,452843,338029,52.93708536,-1.21519698,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,361,179,17318,225,2313,379,46,54,31,33,35,578,20613
27899,2006,A6464,Major,Derby Road,University Boulevard,452843,338029,52.93708536,-1.21519698,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,565,156,16990,209,2347,365,44,54,24,26,34,547,20249
27899,2007,A6464,Major,Derby Road,University Boulevard,452843,338029,52.93708536,-1.21519698,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,353,188,16554,213,2563,382,46,62,24,28,39,581,20099
27899,2008,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.3,0.8,Counted,Manual count,331,178,15261,254,1908,249,53,24,14,25,38,403,18004
27899,2009,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,331,199,15597,252,1936,226,53,22,13,22,37,373,18357
27899,2010,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,333,189,15503,286,2068,240,53,19,15,21,37,385,18431
27899,2011,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,367,160,15456,271,2308,244,58,21,12,21,40,396,18591
27899,2012,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,347,153,15215,295,2335,247,63,24,8,19,38,399,18397
27899,2013,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,343,170,15081,308,2427,249,69,27,6,18,39,407,18394
27899,2014,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,333,163,15490,297,2596,255,76,30,6,15,37,417,18962
27899,2015,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,309,144,15796,319,2722,242,78,28,7,14,35,404,19385
27899,2016,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.3,0.8,Counted,Manual count,534,133,13935,328,1864,233,15,9,15,37,31,341,16600
27899,2017,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,511,135,13832,306,1962,232,15,9,16,37,32,341,16576
27899,2018,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.4,0.9,Estimated,Estimated using AADF from previous year on this link,565,133,13680,277,1999,234,15,9,16,38,34,346,16435
27899,2019,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.4,0.9,Estimated,Estimated using AADF from previous year on this link,620,125,13852,280,1981,231,16,9,16,40,34,345,16583
27899,2020,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.4,0.9,Estimated,Estimated using AADF from previous year on this link,709,92,10521,177,1749,203,13,8,14,35,29,303,12842
27899,2021,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.4,0.9,Estimated,Estimated using AADF from previous year on this link,579,98,11592,183,1906,217,14,9,15,37,31,324,14103
27899,2022,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.4,0.9,Estimated,Estimated using AADF from previous year on this link,518,107,12381,197,2067,225,15,9,16,38,32,335,15086
27899,2023,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.4,0.9,Estimated,Estimated using AADF from previous year on this link,510,105,12614,198,2102,222,15,9,16,37,31,330,15349
27899,2024,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.4,0.9,Estimated,Estimated using AADF from previous year on this link,516,109,12805,199,2139,225,15,9,15,36,30,330,15582
27899,2025,A6464,Major,A52,A6005,452843,338029,52.93708536,-1.21519698,1.4,0.9,Estimated,Estimated using AADF from previous year on this link,517,111,12820,195,2183,223,15,9,16,35,29,327,15636
28303,2000,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,224,433,40058,237,5519,822,130,52,63,44,66,1177,47424
28303,2001,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,214,448,40859,241,5497,805,150,52,55,38,74,1174,48219
28303,2002,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Counted,Manual count,244,426,44656,182,4551,631,94,68,61,51,29,934,50749
28303,2003,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,218,478,44031,163,4961,677,106,80,58,45,32,998,50631
28303,2004,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,176,422,44119,151,4916,680,113,87,55,40,35,1010,50618
28303,2005,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,149,426,43015,149,5044,653,106,89,49,34,36,967,49601
28303,2006,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,235,442,43145,147,5125,668,106,95,44,31,40,984,49843
28303,2007,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,146,446,41117,141,5591,660,104,104,37,30,40,975,48270
28303,2008,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,164,416,40336,143,5853,633,113,106,33,26,40,951,47699
28303,2009,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Counted,Manual count,491,244,36606,176,4467,516,91,29,55,35,17,743,42236
28303,2010,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Counted,Manual count,402,223,33742,168,3810,420,112,53,29,22,29,665,38608
28303,2011,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Counted,Manual count,412,343,37371,258,4413,451,95,42,88,13,41,730,43115
28303,2012,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,390,310,37213,277,4238,399,91,42,64,12,41,648,42685
28303,2013,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Counted,Manual count,527,307,36868,227,4570,358,160,37,21,20,35,630,42602
28303,2014,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,511,327,36486,241,5203,378,183,42,23,19,39,684,42940
28303,2015,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Counted,Manual count,916,269,39075,119,5055,333,103,51,15,17,30,548,45066
28303,2016,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,854,263,39685,110,5521,338,102,57,15,15,29,557,46136
28303,2017,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,818,265,39393,103,5812,336,104,59,16,15,30,559,46133
28303,2018,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,903,263,38959,93,5921,339,104,57,16,15,32,562,45798
28303,2019,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Counted,Manual count,314,324,36047,208,4896,313,96,33,6,26,20,493,41968
28303,2020,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,359,240,27381,132,4321,275,83,29,5,23,17,432,32505
28303,2021,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,293,254,30166,136,4710,294,89,32,5,24,19,464,35729
28303,2022,A60,Major,Station St,A6008,457860,339400,52.94889211,-1.14031576,0.2,0.1,Counted,Manual count,212,254,32946,171,4920,623,72,68,3,23,33,823,39114
